Customer ID,Age,age_band,Gender,Location,region,Item Purchased,Category,Size,Color,Season,Purchase Amount (USD),annual_frequency,Frequency of Purchases,Previous Purchases,Review Rating,Subscription Status,subscription_flag,Shipping Type,Payment Method,Discount Applied,Promo Code Used,promo_flag,estimated_annual_spend,value_tier,spend_rank_pctile,purchase_frequency_score,tenure_proxy,tenure_proxy_norm,satisfaction_flag,promo_dependency_score,promo_sensitivity_group,loyalty_A,loyalty_B,loyalty_score,customer_segment
928,28,26-35,Male,New Mexico,West,Sneakers,Footwear,L,Black,Summer,78,26,Bi-Weekly,8,4.4,Yes,1,Standard,Venmo,Yes,Yes,1,2028,Platinum,0.816923076923077,0.49019607843137253,8,0.14285714285714285,1,0.4369747899159664,Medium,0.5470588235294117,0.40826330532212884,0.5470588235294117,Champions
929,67,66-70,Male,Arkansas,South,Dress,Clothing,XL,Yellow,Winter,37,4,Every 3 Months,31,3.4,Yes,1,Store Pickup,Cash,Yes,Yes,1,148,Bronze,0.21461538461538462,0.058823529411764705,31,0.6122448979591837,0,0.3649459783913565,Medium,0.3819327731092437,0.2677671068427371,0.3819327731092437,At-Risk
930,59,56-65,Male,Nebraska,Midwest,Boots,Footwear,M,White,Fall,94,26,Fortnightly,26,4.5,Yes,1,2-Day Shipping,Debit Card,Yes,Yes,1,2444,Platinum,0.8907692307692308,0.49019607843137253,26,0.5102040816326531,1,0.24969987995198076,Medium,0.6756302521008403,0.5001000400160064,0.6756302521008403,Champions
931,26,26-35,Male,Hawaii,West,T-shirt,Clothing,L,Green,Fall,78,26,Bi-Weekly,20,4.5,Yes,1,Store Pickup,Credit Card,Yes,Yes,1,2028,Platinum,0.816923076923077,0.49019607843137253,20,0.3877551020408163,1,0.31212484993997597,Medium,0.6327731092436975,0.46948779511804717,0.6327731092436975,Champions
932,24,18-25,Male,Nebraska,Midwest,Coat,Outerwear,M,Silver,Winter,36,26,Fortnightly,24,4.1,Yes,1,Standard,Bank Transfer,Yes,Yes,1,936,Gold,0.6066666666666667,0.49019607843137253,24,0.46938775510204084,1,0.2705082032813125,Medium,0.661344537815126,0.4898959583833533,0.661344537815126,Champions
933,62,56-65,Male,Indiana,Midwest,Skirt,Clothing,L,Blue,Winter,24,26,Bi-Weekly,45,3.2,Yes,1,Standard,Debit Card,Yes,Yes,1,624,Gold,0.5185897435897436,0.49019607843137253,45,0.8979591836734694,0,0.05202080832332933,Low,0.611344537815126,0.4470388155262105,0.611344537815126,Champions
934,70,66-70,Male,Colorado,West,Sneakers,Footwear,M,Magenta,Spring,84,12,Monthly,33,2.7,Yes,1,Store Pickup,Debit Card,Yes,Yes,1,1008,Gold,0.6267948717948718,0.21568627450980393,33,0.6530612244897959,0,0.272108843537415,Medium,0.4432773109243697,0.3171868747498999,0.4432773109243697,At-Risk
935,45,36-45,Male,Oregon,West,Jeans,Clothing,S,Yellow,Spring,47,12,Monthly,21,3.7,Yes,1,Express,Bank Transfer,Yes,Yes,1,564,Silver,0.4980769230769231,0.21568627450980393,21,0.40816326530612246,0,0.46418567426970786,High,0.357563025210084,0.2559623849539816,0.357563025210084,Discount Hunters
936,58,56-65,Male,Ohio,Midwest,Hoodie,Clothing,L,White,Fall,51,26,Fortnightly,2,2.6,Yes,1,Store Pickup,Bank Transfer,Yes,Yes,1,1326,Gold,0.7007692307692308,0.49019607843137253,2,0.02040816326530612,0,0.4993997599039615,High,0.3042016806722689,0.22765106042416966,0.3042016806722689,Discount Hunters
937,31,26-35,Male,Maine,Northeast,Shoes,Footwear,M,Pink,Summer,84,52,Weekly,28,2.7,Yes,1,Free Shipping,Cash,Yes,Yes,1,4368,Platinum,0.9726923076923077,1.0,28,0.5510204081632653,0,0.0,Low,0.6428571428571428,0.4877551020408163,0.6428571428571428,Champions
938,32,26-35,Male,Iowa,Midwest,Shorts,Clothing,M,Magenta,Summer,24,4,Quarterly,18,2.7,Yes,1,Express,Venmo,Yes,Yes,1,96,Bronze,0.15371794871794872,0.058823529411764705,18,0.3469387755102041,0,0.6146458583433374,High,0.2890756302521008,0.20144057623049222,0.2890756302521008,Discount Hunters
939,36,36-45,Male,Wisconsin,Midwest,Blouse,Clothing,S,Teal,Fall,97,26,Fortnightly,21,4.8,Yes,1,Free Shipping,Debit Card,Yes,Yes,1,2522,Platinum,0.9032051282051282,0.49019607843137253,21,0.40816326530612246,1,0.3017206882753101,Medium,0.6399159663865546,0.47458983593437376,0.6399159663865546,Champions
940,25,18-25,Male,New York,Northeast,T-shirt,Clothing,L,Indigo,Winter,89,12,Monthly,24,4.8,Yes,1,Next Day Air,Credit Card,Yes,Yes,1,1068,Gold,0.6452564102564102,0.21568627450980393,24,0.46938775510204084,1,0.4161664665866346,Medium,0.5789915966386555,0.4212685074029612,0.5789915966386555,Champions
941,48,46-55,Male,Colorado,West,Belt,Accessories,S,Maroon,Spring,44,4,Every 3 Months,15,2.6,Yes,1,Store Pickup,PayPal,Yes,Yes,1,176,Bronze,0.24192307692307694,0.058823529411764705,15,0.2857142857142857,0,0.6722689075630253,High,0.2676470588235294,0.1861344537815126,0.2676470588235294,Discount Hunters
942,39,36-45,Male,Illinois,Midwest,Handbag,Accessories,L,Black,Winter,35,4,Every 3 Months,38,4.5,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,140,Bronze,0.2058974358974359,0.058823529411764705,38,0.7551020408163265,1,0.23049219687875155,Medium,0.6319327731092437,0.4534813925570228,0.6319327731092437,Loyal Regulars
943,26,26-35,Male,Arizona,West,Dress,Clothing,M,Cyan,Winter,91,26,Bi-Weekly,38,3.2,Yes,1,Express,PayPal,Yes,Yes,1,2366,Platinum,0.8774358974358974,0.49019607843137253,38,0.7551020408163265,0,0.1248499399759904,Low,0.5613445378151259,0.4113245298119248,0.5613445378151259,Champions
944,32,26-35,Male,Oklahoma,South,Hat,Accessories,L,Cyan,Winter,63,26,Fortnightly,13,3.8,Yes,1,Next Day Air,Venmo,Yes,Yes,1,1638,Gold,0.7492307692307693,0.49019607843137253,13,0.24489795918367346,0,0.384953981592637,Medium,0.38277310924369745,0.2837735094037615,0.38277310924369745,At-Risk
945,54,46-55,Male,Indiana,Midwest,Belt,Accessories,S,Gray,Spring,97,26,Bi-Weekly,39,4.8,Yes,1,Express,Cash,Yes,Yes,1,2522,Platinum,0.9032051282051282,0.49019607843137253,39,0.7755102040816326,1,0.11444577831132453,Low,0.7684873949579832,0.5664265706282513,0.7684873949579832,Champions
946,38,36-45,Male,Minnesota,Midwest,Boots,Footwear,M,Violet,Summer,38,4,Every 3 Months,8,4.1,Yes,1,Store Pickup,Venmo,Yes,Yes,1,152,Bronze,0.2194871794871795,0.058823529411764705,8,0.14285714285714285,1,0.8067226890756303,High,0.41764705882352937,0.30042016806722693,0.41764705882352937,Casual Browsers
947,46,46-55,Male,Pennsylvania,Northeast,Coat,Outerwear,XL,Blue,Spring,24,4,Quarterly,4,2.8,Yes,1,Next Day Air,PayPal,Yes,Yes,1,96,Bronze,0.15371794871794872,0.058823529411764705,4,0.061224489795918366,0,0.8835534213685474,High,0.18907563025210083,0.13001200480192077,0.18907563025210083,Discount Hunters
948,57,56-65,Male,Indiana,Midwest,Blouse,Clothing,M,Charcoal,Winter,32,4,Every 3 Months,6,3.9,Yes,1,Store Pickup,Cash,Yes,Yes,1,128,Bronze,0.19397435897435897,0.058823529411764705,6,0.10204081632653061,0,0.8451380552220888,High,0.20336134453781513,0.14021608643457384,0.20336134453781513,Discount Hunters
949,49,46-55,Male,Alabama,South,Hat,Accessories,L,Olive,Summer,90,4,Every 3 Months,11,4.9,Yes,1,Express,Venmo,Yes,Yes,1,360,Silver,0.4165384615384615,0.058823529411764705,11,0.20408163265306123,1,0.7490996398559424,High,0.43907563025210083,0.3157262905162065,0.43907563025210083,Casual Browsers
950,33,26-35,Male,Montana,West,Jeans,Clothing,M,Olive,Summer,36,12,Monthly,49,3.4,Yes,1,Standard,Venmo,Yes,Yes,1,432,Silver,0.4703846153846154,0.21568627450980393,49,0.9795918367346939,0,0.016006402561024428,Low,0.5575630252100839,0.3988195278111244,0.5575630252100839,Loyal Regulars
951,54,46-55,Male,New Mexico,West,Backpack,Accessories,XL,Turquoise,Winter,37,4,Quarterly,30,4.1,Yes,1,Free Shipping,PayPal,Yes,Yes,1,148,Bronze,0.21461538461538462,0.058823529411764705,30,0.5918367346938775,1,0.38415366146458585,Medium,0.5747899159663865,0.4126650660264105,0.5747899159663865,Loyal Regulars
952,47,46-55,Male,Alaska,West,Dress,Clothing,M,Cyan,Summer,51,12,Monthly,34,2.9,Yes,1,Express,Bank Transfer,Yes,Yes,1,612,Gold,0.5137179487179487,0.21568627450980393,34,0.673469387755102,0,0.25610244097639057,Medium,0.45042016806722684,0.3222889155662265,0.45042016806722684,At-Risk
953,36,36-45,Male,Idaho,West,Hat,Accessories,S,Red,Fall,71,12,Monthly,28,3.1,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,852,Gold,0.5838461538461538,0.21568627450980393,28,0.5510204081632653,0,0.35214085634253706,Medium,0.40756302521008403,0.2916766706682673,0.40756302521008403,At-Risk
954,68,66-70,Male,Utah,West,Sunglasses,Accessories,S,Cyan,Spring,50,4,Quarterly,36,3.6,Yes,1,2-Day Shipping,Venmo,Yes,Yes,1,200,Silver,0.258974358974359,0.058823529411764705,36,0.7142857142857143,0,0.2689075630252101,Medium,0.41764705882352937,0.29327731092436976,0.41764705882352937,At-Risk
955,60,56-65,Male,Louisiana,South,Hat,Accessories,S,Turquoise,Fall,74,4,Every 3 Months,18,3.5,Yes,1,Standard,Credit Card,Yes,Yes,1,296,Silver,0.35025641025641024,0.058823529411764705,18,0.3469387755102041,0,0.6146458583433374,High,0.2890756302521008,0.20144057623049222,0.2890756302521008,Discount Hunters
956,55,46-55,Male,Mississippi,South,Dress,Clothing,L,Lavender,Summer,75,12,Monthly,4,3.4,Yes,1,Free Shipping,PayPal,Yes,Yes,1,900,Gold,0.595,0.21568627450980393,4,0.061224489795918366,0,0.7362945178071229,High,0.2361344537815126,0.1692276910764306,0.2361344537815126,Discount Hunters
957,29,26-35,Male,Mississippi,South,Shirt,Clothing,XL,Cyan,Spring,99,4,Quarterly,42,2.9,Yes,1,2-Day Shipping,Debit Card,Yes,Yes,1,396,Silver,0.4591025641025641,0.058823529411764705,42,0.8367346938775511,0,0.1536614645858343,Low,0.4605042016806723,0.3238895558223289,0.4605042016806723,At-Risk
958,38,36-45,Male,Indiana,Midwest,Scarf,Accessories,XL,Violet,Spring,23,4,Quarterly,11,4.7,Yes,1,Store Pickup,Cash,Yes,Yes,1,92,Bronze,0.14025641025641025,0.058823529411764705,11,0.20408163265306123,1,0.7490996398559424,High,0.43907563025210083,0.3157262905162065,0.43907563025210083,Casual Browsers
959,70,66-70,Male,Washington,West,Sneakers,Footwear,XL,Beige,Winter,53,26,Bi-Weekly,31,4.4,Yes,1,Free Shipping,Credit Card,Yes,Yes,1,1378,Gold,0.7093589743589743,0.49019607843137253,31,0.6122448979591837,1,0.19767907162865145,Medium,0.7113445378151261,0.525610244097639,0.7113445378151261,Champions
960,36,36-45,Male,Nevada,West,Skirt,Clothing,M,Cyan,Spring,99,26,Fortnightly,12,2.6,Yes,1,Standard,Cash,Yes,Yes,1,2574,Platinum,0.9125641025641026,0.49019607843137253,12,0.22448979591836735,0,0.3953581432573029,Medium,0.37563025210084033,0.27867146858743497,0.37563025210084033,At-Risk
961,18,18-25,Male,Louisiana,South,Jewelry,Accessories,XL,Indigo,Spring,48,4,Quarterly,20,4.4,Yes,1,Standard,Venmo,Yes,Yes,1,192,Silver,0.25346153846153846,0.058823529411764705,20,0.3877551020408163,1,0.5762304921968787,High,0.5033613445378151,0.36164465786314526,0.5033613445378151,Casual Browsers
962,62,56-65,Male,Pennsylvania,Northeast,Boots,Footwear,L,Olive,Fall,72,4,Quarterly,37,3.7,Yes,1,Next Day Air,Debit Card,Yes,Yes,1,288,Silver,0.3408974358974359,0.058823529411764705,37,0.7346938775510204,0,0.24969987995198076,Medium,0.4247899159663865,0.2983793517406963,0.4247899159663865,At-Risk
963,29,26-35,Male,Michigan,Midwest,Sunglasses,Accessories,L,Green,Spring,64,26,Fortnightly,26,4.4,Yes,1,Standard,Debit Card,Yes,Yes,1,1664,Platinum,0.7541025641025642,0.49019607843137253,26,0.5102040816326531,1,0.24969987995198076,Medium,0.6756302521008403,0.5001000400160064,0.6756302521008403,Champions
964,21,18-25,Male,South Carolina,South,Boots,Footwear,L,Green,Spring,63,52,Weekly,14,2.5,Yes,1,2-Day Shipping,Credit Card,Yes,Yes,1,3276,Platinum,0.941025641025641,1.0,14,0.2653061224489796,0,0.0,Low,0.5428571428571428,0.4163265306122449,0.5428571428571428,Champions
965,42,36-45,Male,Arizona,West,Sandals,Footwear,M,Beige,Spring,51,26,Bi-Weekly,12,2.6,Yes,1,Next Day Air,Venmo,Yes,Yes,1,1326,Gold,0.7007692307692308,0.49019607843137253,12,0.22448979591836735,0,0.3953581432573029,Medium,0.37563025210084033,0.27867146858743497,0.37563025210084033,At-Risk
966,43,36-45,Male,Delaware,South,Boots,Footwear,L,Black,Spring,55,1,Annually,10,5.0,Yes,1,Store Pickup,Credit Card,Yes,Yes,1,55,Bronze,0.06551282051282051,0.0,10,0.1836734693877551,1,0.8163265306122449,High,0.41428571428571426,0.29591836734693877,0.41428571428571426,Casual Browsers
967,58,56-65,Male,Kentucky,South,Dress,Clothing,M,Brown,Spring,55,1,Annually,19,4.9,Yes,1,Express,Cash,Yes,Yes,1,55,Bronze,0.06551282051282051,0.0,19,0.3673469387755102,1,0.6326530612244898,High,0.47857142857142854,0.34183673469387754,0.47857142857142854,Casual Browsers
968,27,26-35,Male,Georgia,South,Hoodie,Clothing,S,Silver,Summer,26,52,Weekly,4,3.7,Yes,1,Store Pickup,Cash,Yes,Yes,1,1352,Gold,0.7055128205128205,1.0,4,0.061224489795918366,0,0.0,Low,0.4714285714285714,0.36530612244897964,0.4714285714285714,At-Risk
969,57,56-65,Male,North Carolina,South,Shorts,Clothing,L,Gray,Summer,67,4,Quarterly,48,3.1,Yes,1,Next Day Air,Bank Transfer,Yes,Yes,1,268,Silver,0.3212820512820513,0.058823529411764705,48,0.9591836734693877,0,0.03841536614645862,Low,0.5033613445378151,0.35450180072028814,0.5033613445378151,At-Risk
970,40,36-45,Male,California,West,Coat,Outerwear,S,Pink,Fall,31,12,Monthly,37,3.2,Yes,1,Express,PayPal,Yes,Yes,1,372,Silver,0.4288461538461538,0.21568627450980393,37,0.7346938775510204,0,0.2080832332933173,Medium,0.4718487394957983,0.3375950380152061,0.4718487394957983,At-Risk
971,45,36-45,Male,California,West,Jeans,Clothing,S,Maroon,Winter,66,12,Monthly,4,4.4,Yes,1,Free Shipping,Cash,Yes,Yes,1,792,Gold,0.5667948717948718,0.21568627450980393,4,0.061224489795918366,1,0.7362945178071229,High,0.4361344537815126,0.31922769107643056,0.4361344537815126,Casual Browsers
972,47,46-55,Male,Indiana,Midwest,Sunglasses,Accessories,M,Cyan,Summer,67,52,Weekly,15,4.3,Yes,1,Next Day Air,Credit Card,Yes,Yes,1,3484,Platinum,0.9470512820512821,1.0,15,0.2857142857142857,1,0.0,Low,0.75,0.5714285714285714,0.75,Champions
973,61,56-65,Male,Colorado,West,Sneakers,Footwear,L,Gold,Winter,61,52,Weekly,33,3.0,Yes,1,Standard,Credit Card,Yes,Yes,1,3172,Platinum,0.9367948717948718,1.0,33,0.6530612244897959,0,0.0,Low,0.6785714285714285,0.5132653061224489,0.6785714285714285,Champions
974,60,56-65,Male,Colorado,West,Jacket,Outerwear,M,Teal,Fall,75,4,Quarterly,30,3.5,Yes,1,2-Day Shipping,Bank Transfer,Yes,Yes,1,300,Silver,0.355,0.058823529411764705,30,0.5918367346938775,0,0.38415366146458585,Medium,0.37478991596638656,0.2626650660264106,0.37478991596638656,At-Risk
975,69,66-70,Male,North Carolina,South,Skirt,Clothing,M,Beige,Spring,90,12,Monthly,23,3.6,Yes,1,2-Day Shipping,Bank Transfer,Yes,Yes,1,1080,Gold,0.6462820512820513,0.21568627450980393,23,0.4489795918367347,0,0.432172869147659,Medium,0.37184873949579833,0.2661664665866347,0.37184873949579833,At-Risk
976,58,56-65,Male,Washington,West,Sweater,Clothing,M,Olive,Summer,40,52,Weekly,2,3.8,Yes,1,2-Day Shipping,Bank Transfer,Yes,Yes,1,2080,Platinum,0.8248717948717949,1.0,2,0.02040816326530612,0,0.0,Low,0.4571428571428571,0.35510204081632657,0.4571428571428571,At-Risk
977,34,26-35,Male,Florida,South,T-shirt,Clothing,M,Gray,Fall,90,4,Every 3 Months,50,3.6,Yes,1,Express,Credit Card,Yes,Yes,1,360,Silver,0.4165384615384615,0.058823529411764705,50,1.0,0,0.0,Low,0.5176470588235293,0.3647058823529412,0.5176470588235293,At-Risk
978,20,18-25,Male,Washington,West,Belt,Accessories,M,Black,Spring,20,26,Bi-Weekly,34,4.6,Yes,1,Express,Cash,Yes,Yes,1,520,Silver,0.48538461538461536,0.49019607843137253,34,0.673469387755102,1,0.16646658663465386,Medium,0.7327731092436974,0.5409163665466186,0.7327731092436974,Loyal Regulars
979,56,56-65,Male,Colorado,West,Gloves,Accessories,M,Turquoise,Summer,40,52,Weekly,33,2.5,Yes,1,Standard,Credit Card,Yes,Yes,1,2080,Platinum,0.8248717948717949,1.0,33,0.6530612244897959,0,0.0,Low,0.6785714285714285,0.5132653061224489,0.6785714285714285,Champions
980,64,56-65,Male,New Hampshire,Northeast,Hat,Accessories,S,Brown,Fall,33,12,Monthly,34,3.5,Yes,1,Store Pickup,Debit Card,Yes,Yes,1,396,Silver,0.4591025641025641,0.21568627450980393,34,0.673469387755102,0,0.25610244097639057,Medium,0.45042016806722684,0.3222889155662265,0.45042016806722684,At-Risk
981,56,56-65,Male,Maryland,South,Boots,Footwear,S,Magenta,Spring,98,4,Every 3 Months,39,4.0,Yes,1,Free Shipping,PayPal,Yes,Yes,1,392,Silver,0.4532051282051282,0.058823529411764705,39,0.7755102040816326,1,0.21128451380552224,Medium,0.6390756302521008,0.4585834333733493,0.6390756302521008,Loyal Regulars
982,27,26-35,Male,Maryland,South,Belt,Accessories,M,Silver,Spring,42,4,Quarterly,47,3.5,Yes,1,Next Day Air,Credit Card,Yes,Yes,1,168,Bronze,0.2353846153846154,0.058823529411764705,47,0.9387755102040817,0,0.05762304921968783,Low,0.496218487394958,0.3493997599039616,0.496218487394958,At-Risk
983,35,26-35,Male,Texas,South,Coat,Outerwear,S,Red,Summer,62,12,Monthly,37,3.2,Yes,1,Standard,PayPal,Yes,Yes,1,744,Gold,0.5516666666666666,0.21568627450980393,37,0.7346938775510204,0,0.2080832332933173,Medium,0.4718487394957983,0.3375950380152061,0.4718487394957983,At-Risk
984,24,18-25,Male,New Mexico,West,Hat,Accessories,L,Indigo,Winter,45,26,Bi-Weekly,40,3.5,Yes,1,Free Shipping,Venmo,Yes,Yes,1,1170,Gold,0.6725641025641026,0.49019607843137253,40,0.7959183673469388,0,0.10404161664665866,Low,0.5756302521008403,0.42152861144457787,0.5756302521008403,Champions
985,26,26-35,Male,Utah,West,Shoes,Footwear,M,Green,Summer,78,26,Bi-Weekly,8,3.4,Yes,1,Free Shipping,Credit Card,Yes,Yes,1,2028,Platinum,0.816923076923077,0.49019607843137253,8,0.14285714285714285,0,0.4369747899159664,Medium,0.34705882352941175,0.2582633053221288,0.34705882352941175,At-Risk
986,32,26-35,Male,West Virginia,South,Handbag,Accessories,M,Gray,Fall,80,1,Annually,12,5.0,Yes,1,Express,Bank Transfer,Yes,Yes,1,80,Bronze,0.10910256410256411,0.0,12,0.22448979591836735,1,0.7755102040816326,High,0.4285714285714286,0.30612244897959184,0.4285714285714286,Casual Browsers
987,54,46-55,Male,Connecticut,Northeast,Scarf,Accessories,S,Peach,Spring,96,12,Monthly,36,4.5,Yes,1,Store Pickup,Bank Transfer,Yes,Yes,1,1152,Gold,0.6687179487179488,0.21568627450980393,36,0.7142857142857143,1,0.22408963585434172,Medium,0.6647058823529411,0.4824929971988795,0.6647058823529411,Champions
988,62,56-65,Male,West Virginia,South,Handbag,Accessories,M,Charcoal,Summer,47,52,Weekly,48,2.8,Yes,1,Express,PayPal,Yes,Yes,1,2444,Platinum,0.8907692307692308,1.0,48,0.9591836734693877,0,0.0,Low,0.7857142857142857,0.5897959183673469,0.7857142857142857,Champions
989,50,46-55,Male,Ohio,Midwest,Pants,Clothing,M,Orange,Winter,84,26,Fortnightly,47,4.9,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,2184,Platinum,0.8426923076923077,0.49019607843137253,47,0.9387755102040817,1,0.031212484993997574,Low,0.8256302521008404,0.6072428971588635,0.8256302521008404,Champions
990,70,66-70,Male,Texas,South,Shoes,Footwear,M,Beige,Spring,31,12,Monthly,2,3.1,Yes,1,Store Pickup,Bank Transfer,Yes,Yes,1,372,Silver,0.4288461538461538,0.21568627450980393,2,0.02040816326530612,0,0.7683073229291716,High,0.2218487394957983,0.15902360944377752,0.2218487394957983,Discount Hunters
991,48,46-55,Male,Washington,West,Sunglasses,Accessories,S,Yellow,Spring,63,52,Weekly,24,4.8,Yes,1,Store Pickup,Cash,Yes,Yes,1,3276,Platinum,0.941025641025641,1.0,24,0.46938775510204084,1,0.0,Low,0.8142857142857144,0.6173469387755102,0.8142857142857144,Champions
992,20,18-25,Male,Wisconsin,Midwest,Shorts,Clothing,XL,White,Spring,97,26,Bi-Weekly,40,2.7,Yes,1,Standard,Bank Transfer,Yes,Yes,1,2522,Platinum,0.9032051282051282,0.49019607843137253,40,0.7959183673469388,0,0.10404161664665866,Low,0.5756302521008403,0.42152861144457787,0.5756302521008403,Champions
993,46,46-55,Male,Louisiana,South,Jacket,Outerwear,M,Gray,Winter,99,52,Weekly,50,4.6,Yes,1,Express,Debit Card,Yes,Yes,1,5148,Platinum,0.9982051282051282,1.0,50,1.0,1,0.0,Low,0.9999999999999999,0.75,0.9999999999999999,Champions
994,51,46-55,Male,Iowa,Midwest,Sandals,Footwear,M,Peach,Winter,90,52,Weekly,25,4.4,Yes,1,Store Pickup,Cash,Yes,Yes,1,4680,Platinum,0.9834615384615385,1.0,25,0.4897959183673469,1,0.0,Low,0.8214285714285715,0.6224489795918368,0.8214285714285715,Champions
995,53,46-55,Male,New York,Northeast,Shoes,Footwear,L,Violet,Fall,68,12,Monthly,20,3.2,Yes,1,Express,Debit Card,Yes,Yes,1,816,Gold,0.5735897435897436,0.21568627450980393,20,0.3877551020408163,0,0.4801920768307323,High,0.35042016806722687,0.25086034413765507,0.35042016806722687,Discount Hunters
996,44,36-45,Male,Idaho,West,Jewelry,Accessories,M,Magenta,Spring,80,52,Weekly,10,3.0,Yes,1,2-Day Shipping,Venmo,Yes,Yes,1,4160,Platinum,0.9655128205128205,1.0,10,0.1836734693877551,0,0.0,Low,0.5142857142857142,0.39591836734693875,0.5142857142857142,At-Risk
997,29,26-35,Male,Delaware,South,Sandals,Footwear,L,Maroon,Summer,91,4,Quarterly,32,4.9,Yes,1,Standard,Bank Transfer,Yes,Yes,1,364,Silver,0.42205128205128206,0.058823529411764705,32,0.6326530612244898,1,0.3457382953181272,Medium,0.5890756302521009,0.4228691476590636,0.5890756302521009,Loyal Regulars
998,64,56-65,Male,Kentucky,South,Pants,Clothing,M,Cyan,Spring,30,26,Fortnightly,31,3.6,Yes,1,Express,Cash,Yes,Yes,1,780,Gold,0.5638461538461539,0.49019607843137253,31,0.6122448979591837,0,0.19767907162865145,Medium,0.511344537815126,0.3756102440976391,0.511344537815126,At-Risk
999,51,46-55,Male,Connecticut,Northeast,Shoes,Footwear,M,White,Spring,90,26,Bi-Weekly,48,3.8,Yes,1,Next Day Air,Bank Transfer,Yes,Yes,1,2340,Platinum,0.8710256410256411,0.49019607843137253,48,0.9591836734693877,0,0.020808323329331753,Low,0.6327731092436975,0.46234493797519005,0.6327731092436975,Champions
1000,50,46-55,Male,New Mexico,West,Socks,Clothing,L,Brown,Spring,28,12,Monthly,23,2.9,Yes,1,Standard,Debit Card,Yes,Yes,1,336,Silver,0.3942307692307692,0.21568627450980393,23,0.4489795918367347,0,0.432172869147659,Medium,0.37184873949579833,0.2661664665866347,0.37184873949579833,At-Risk
1001,43,36-45,Male,Georgia,South,Socks,Clothing,M,Red,Winter,46,26,Bi-Weekly,1,3.9,Yes,1,Express,Bank Transfer,Yes,Yes,1,1196,Gold,0.6791025641025641,0.49019607843137253,1,0.0,0,0.5098039215686274,High,0.2970588235294117,0.22254901960784312,0.2970588235294117,Discount Hunters
